id,name,sex,age,team,noc,year,season,city,sport,event,medal
1464,John Doe,M,38,BRA,CHN,2016,Summer,Tokyo,Athletics,Sprint,Silver
1465,Tom Lee,M,26,GER,CAN,2008,Summer,Rio,Cycling,Sprint,Silver
1466,Carlos Gomez,F,23,USA,GER,2020,Winter,Beijing,Swimming,Sprint,Bronze
1467,Kate Novak,M,36,USA,CHN,2000,Summer,Rio,Rowing,Double Sculls,Bronze
1468,Anna Schmidt,F,30,CHN,FRA,2008,Summer,London,Athletics,Double Sculls,Gold
1469,John Doe,M,20,CHN,CHN,2004,Summer,Beijing,Cycling,100m freestyle,Gold
1470,John Doe,M,24,FRA,UKR,2020,Summer,Rio,Swimming,Lightweight Boxing,Gold
1471,Anna Schmidt,M,39,CAN,UKR,2000,Summer,Tokyo,Athletics,Judo -60kg,Silver
1472,Tom Lee,M,26,FRA,CAN,2008,Summer,London,Swimming,Double Sculls,Bronze
1473,Liu Wei,F,39,CAN,GER,2004,Summer,Athens,Rowing,Double Sculls,Bronze
1474,Kate Novak,F,22,CHN,BRA,2004,Summer,Athens,Swimming,Double Sculls,Gold
1475,Maria Ivanova,M,27,UKR,UKR,2000,Summer,Tokyo,Boxing,Lightweight Boxing,Gold
1476,Carlos Gomez,F,34,GER,BRA,2012,Summer,London,Judo,Lightweight Boxing,Gold
1477,Maria Ivanova,M,29,FRA,USA,2016,Summer,London,Boxing,100m freestyle,
1478,Anna Schmidt,M,33,GER,UKR,2000,Summer,London,Rowing,Double Sculls,Silver
1479,John Doe,M,20,GER,UKR,2004,Summer,London,Rowing,Judo -60kg,
1480,Tom Lee,M,39,GER,GER,2004,Summer,Athens,Swimming,Sprint,
1481,John Doe,F,26,CHN,CAN,2000,Winter,Rio,Cycling,Double Sculls,Bronze
1482,Carlos Gomez,M,32,USA,BRA,2012,Summer,London,Athletics,100m freestyle,Bronze
1483,John Doe,M,22,CHN,FRA,2016,Summer,Rio,Judo,100m freestyle,Gold
1484,John Doe,F,30,GER,UKR,2008,Summer,London,Athletics,Judo -60kg,Bronze
1485,Carlos Gomez,M,31,CHN,UKR,2000,Winter,Beijing,Cycling,Marathon,Silver
1486,Kate Novak,M,37,GER,GER,2016,Winter,Beijing,Rowing,100m freestyle,
1487,Kate Novak,M,32,BRA,GER,2016,Summer,Beijing,Judo,Lightweight Boxing,Gold
1488,Carlos Gomez,F,33,CAN,CAN,2020,Summer,London,Boxing,Lightweight Boxing,
1489,Tom Lee,M,30,USA,BRA,2004,Summer,Rio,Rowing,Sprint,Gold
1490,Anna Schmidt,F,34,BRA,USA,2008,Summer,Athens,Rowing,100m freestyle,
1491,John Doe,M,25,UKR,FRA,2000,Summer,Tokyo,Swimming,Sprint,Silver
1492,Tom Lee,M,38,CHN,CAN,2004,Summer,Athens,Cycling,100m freestyle,Bronze
1493,John Doe,F,19,UKR,USA,2020,Summer,London,Swimming,Judo -60kg,Silver
1494,Anna Schmidt,M,22,FRA,CHN,2020,Summer,Beijing,Swimming,Double Sculls,Silver
1495,Kate Novak,M,23,CHN,UKR,2004,Winter,Beijing,Athletics,100m freestyle,Bronze
1496,Tom Lee,F,29,CAN,BRA,2012,Summer,Rio,Rowing,Marathon,
1497,Liu Wei,F,35,BRA,CAN,2016,Summer,London,Cycling,Lightweight Boxing,Gold
1498,Liu Wei,F,39,CAN,UKR,2000,Summer,Athens,Swimming,Judo -60kg,
1499,Liu Wei,F,39,FRA,BRA,2000,Winter,London,Boxing,Double Sculls,Bronze
1500,Kate Novak,F,18,GER,BRA,2000,Winter,London,Judo,Double Sculls,
1501,Kate Novak,M,34,CAN,BRA,2004,Summer,Beijing,Cycling,Lightweight Boxing,Silver
1502,Anna Schmidt,F,28,CAN,UKR,2012,Summer,Athens,Athletics,Double Sculls,Silver
1503,John Doe,M,27,GER,CAN,2008,Winter,Tokyo,Cycling,Sprint,
1504,Anna Schmidt,M,36,CHN,FRA,2020,Summer,Beijing,Rowing,Judo -60kg,Silver
1505,Anna Schmidt,M,31,GER,GER,2004,Summer,Athens,Athletics,Marathon,Bronze
1506,Kate Novak,F,27,BRA,UKR,2008,Summer,Rio,Judo,Lightweight Boxing,Gold
1507,Liu Wei,F,32,CAN,BRA,2020,Summer,Beijing,Boxing,100m freestyle,Gold
1508,Maria Ivanova,M,36,GER,CAN,2020,Summer,Rio,Swimming,100m freestyle,Bronze
1509,John Doe,F,21,FRA,FRA,2012,Winter,Beijing,Cycling,100m freestyle,Bronze
1510,Kate Novak,F,19,FRA,CHN,2016,Summer,London,Athletics,Judo -60kg,Bronze
1511,Liu Wei,F,26,CAN,USA,2000,Summer,Athens,Judo,Marathon,Gold
1512,Tom Lee,F,27,BRA,BRA,2008,Summer,Rio,Swimming,Double Sculls,Silver
1513,Maria Ivanova,M,28,UKR,CHN,2004,Summer,Beijing,Judo,Marathon,Silver
1514,Maria Ivanova,M,31,BRA,GER,2008,Summer,Rio,Boxing,Marathon,Silver
1515,Kate Novak,F,24,USA,FRA,2016,Summer,Beijing,Swimming,Lightweight Boxing,
1516,Carlos Gomez,M,32,USA,FRA,2000,Summer,Beijing,Swimming,Judo -60kg,
1517,John Doe,F,39,USA,BRA,2008,Summer,Tokyo,Swimming,100m freestyle,Gold
1518,Maria Ivanova,F,36,CAN,FRA,2016,Summer,Tokyo,Athletics,Lightweight Boxing,
1519,Kate Novak,M,39,FRA,CHN,2004,Summer,Tokyo,Swimming,Double Sculls,Silver
1520,Kate Novak,M,32,CHN,BRA,2012,Winter,Rio,Judo,Marathon,Bronze
1521,Liu Wei,M,25,FRA,UKR,2020,Summer,London,Athletics,100m freestyle,Gold
1522,Tom Lee,F,28,CHN,CAN,2004,Summer,Beijing,Swimming,Judo -60kg,Bronze
1523,Carlos Gomez,M,26,CHN,CHN,2000,Summer,Athens,Judo,Sprint,Gold
1524,John Doe,F,32,FRA,CAN,2020,Summer,Tokyo,Judo,Marathon,Silver
1525,Anna Schmidt,M,18,CAN,UKR,2004,Summer,Rio,Cycling,Marathon,Gold
1526,Tom Lee,M,18,BRA,UKR,2004,Summer,Rio,Judo,Marathon,Gold
1527,Tom Lee,F,36,CHN,CAN,2004,Summer,Rio,Rowing,Marathon,Gold
1528,Liu Wei,F,20,UKR,CHN,2004,Summer,Athens,Boxing,100m freestyle,Gold
1529,Maria Ivanova,F,27,FRA,CAN,2020,Summer,Athens,Swimming,Judo -60kg,Gold
1530,Maria Ivanova,F,25,FRA,CAN,2000,Summer,Tokyo,Swimming,Lightweight Boxing,Bronze
1531,Liu Wei,F,32,USA,USA,2016,Summer,Athens,Swimming,100m freestyle,Gold
1532,Kate Novak,F,27,BRA,CHN,2008,Summer,Tokyo,Judo,Judo -60kg,Bronze
1533,Maria Ivanova,F,18,USA,USA,2012,Summer,Athens,Judo,Lightweight Boxing,Gold
1534,Carlos Gomez,F,35,FRA,BRA,2008,Summer,Athens,Swimming,Marathon,
1535,John Doe,M,19,FRA,FRA,2008,Summer,Athens,Rowing,Judo -60kg,
1536,Tom Lee,F,36,CHN,CAN,2012,Summer,Tokyo,Athletics,Marathon,Gold
1537,Tom Lee,F,30,BRA,BRA,2020,Summer,Beijing,Athletics,Judo -60kg,Bronze
1538,Carlos Gomez,M,39,GER,CHN,2000,Summer,Tokyo,Boxing,Double Sculls,Gold
1539,Maria Ivanova,F,18,UKR,CAN,2012,Winter,Beijing,Cycling,Sprint,
1540,Tom Lee,M,19,CHN,FRA,2000,Winter,Rio,Boxing,Marathon,Bronze
1541,Anna Schmidt,M,33,FRA,BRA,2020,Summer,Rio,Swimming,Marathon,Gold
1542,John Doe,F,32,CHN,GER,2008,Summer,Tokyo,Swimming,Marathon,Silver
1543,John Doe,M,30,UKR,UKR,2000,Summer,Beijing,Swimming,Double Sculls,Gold
1544,Tom Lee,F,33,FRA,CAN,2020,Summer,Beijing,Cycling,100m freestyle,Silver
1545,Liu Wei,M,34,UKR,FRA,2020,Summer,Beijing,Judo,Lightweight Boxing,Bronze
1546,Tom Lee,M,38,GER,UKR,2016,Summer,Rio,Cycling,Marathon,Silver
1547,Liu Wei,M,24,CHN,USA,2012,Summer,Tokyo,Boxing,Marathon,Silver
1548,Tom Lee,F,34,CAN,BRA,2016,Winter,London,Judo,100m freestyle,Gold
1549,Anna Schmidt,F,24,CHN,USA,2008,Summer,Beijing,Judo,100m freestyle,Gold
1550,Kate Novak,M,30,USA,FRA,2012,Winter,Beijing,Boxing,Sprint,Gold
1551,John Doe,M,22,BRA,CAN,2008,Summer,London,Judo,Judo -60kg,
1552,Tom Lee,F,34,BRA,UKR,2016,Summer,Tokyo,Athletics,Marathon,Gold
1553,Anna Schmidt,F,20,USA,UKR,2020,Summer,Beijing,Boxing,Judo -60kg,Bronze
1554,Liu Wei,M,24,FRA,BRA,2008,Summer,Tokyo,Boxing,100m freestyle,Silver
1555,Liu Wei,M,34,BRA,CAN,2012,Summer,Beijing,Athletics,100m freestyle,Gold
1556,John Doe,F,24,UKR,GER,2012,Summer,Athens,Cycling,Sprint,Bronze
1557,Carlos Gomez,F,38,BRA,GER,2008,Summer,Beijing,Cycling,Lightweight Boxing,Silver
1558,Tom Lee,F,18,BRA,BRA,2012,Summer,Athens,Cycling,Double Sculls,Silver
1559,Maria Ivanova,F,34,USA,CAN,2020,Winter,Tokyo,Judo,Double Sculls,Bronze
1560,Liu Wei,F,34,FRA,BRA,2020,Summer,Beijing,Athletics,Double Sculls,Silver
1561,Kate Novak,M,28,GER,CAN,2012,Winter,Rio,Boxing,100m freestyle,Silver
1562,Kate Novak,F,20,BRA,FRA,2008,Summer,Rio,Boxing,Marathon,Bronze
1563,Liu Wei,M,32,CAN,FRA,2016,Summer,London,Boxing,Sprint,Bronze
1564,Carlos Gomez,F,38,BRA,USA,2012,Summer,Rio,Judo,Lightweight Boxing,Gold
1565,Carlos Gomez,M,28,GER,BRA,2012,Summer,Athens,Judo,Double Sculls,Silver
1566,Anna Schmidt,F,33,USA,CAN,2012,Winter,Rio,Rowing,Sprint,Gold
1567,Kate Novak,F,39,GER,GER,2012,Summer,Rio,Cycling,100m freestyle,Gold
1568,Anna Schmidt,M,26,USA,CAN,2008,Summer,Rio,Rowing,Double Sculls,Bronze
1569,Kate Novak,M,18,UKR,FRA,2016,Summer,Beijing,Rowing,Lightweight Boxing,
1570,Tom Lee,F,39,USA,CAN,2016,Summer,London,Judo,Judo -60kg,
1571,Tom Lee,F,33,UKR,BRA,2000,Summer,Tokyo,Cycling,Lightweight Boxing,Gold
1572,Maria Ivanova,F,26,UKR,USA,2012,Summer,London,Cycling,Marathon,Silver
1573,Tom Lee,F,36,USA,USA,2012,Summer,Athens,Boxing,Double Sculls,Bronze
1574,Maria Ivanova,F,29,CAN,USA,2000,Summer,Beijing,Judo,Double Sculls,Gold
1575,Tom Lee,M,36,CHN,USA,2016,Winter,Beijing,Cycling,Judo -60kg,
1576,John Doe,M,39,USA,FRA,2004,Summer,Rio,Rowing,Judo -60kg,Bronze
1577,Tom Lee,F,26,BRA,CHN,2020,Summer,Rio,Athletics,Double Sculls,
1578,Anna Schmidt,M,24,CAN,BRA,2004,Summer,Athens,Athletics,Marathon,Gold
1579,Liu Wei,M,31,CAN,UKR,2016,Summer,Beijing,Judo,Judo -60kg,Gold
1580,Anna Schmidt,M,36,BRA,BRA,2012,Summer,Tokyo,Boxing,100m freestyle,
1581,Liu Wei,F,36,CHN,CHN,2004,Summer,London,Boxing,Double Sculls,Bronze
1582,Carlos Gomez,M,19,CAN,USA,2008,Summer,Beijing,Cycling,Lightweight Boxing,
1583,Anna Schmidt,F,26,UKR,CHN,2008,Summer,Tokyo,Judo,Lightweight Boxing,Gold
1584,Carlos Gomez,M,30,CHN,GER,2000,Summer,Tokyo,Athletics,Marathon,Bronze
1585,Maria Ivanova,F,32,FRA,GER,2016,Summer,London,Rowing,100m freestyle,Bronze
1586,Maria Ivanova,M,20,BRA,FRA,2016,Summer,Tokyo,Cycling,Judo -60kg,Gold
1587,John Doe,F,28,CHN,BRA,2004,Summer,Athens,Rowing,Double Sculls,Bronze
1588,Tom Lee,F,38,USA,BRA,2012,Winter,Tokyo,Cycling,Lightweight Boxing,Bronze
1589,Anna Schmidt,M,31,CHN,UKR,2016,Summer,Athens,Swimming,Lightweight Boxing,Gold
1590,Carlos Gomez,F,25,UKR,FRA,2004,Winter,Tokyo,Rowing,Lightweight Boxing,Silver
1591,Liu Wei,F,35,USA,UKR,2004,Summer,Rio,Judo,Lightweight Boxing,Bronze
1592,Maria Ivanova,F,36,GER,GER,2020,Summer,Tokyo,Rowing,Sprint,Silver
1593,Tom Lee,F,33,BRA,USA,2020,Summer,Athens,Rowing,Marathon,
1594,Maria Ivanova,F,19,BRA,CHN,2016,Summer,Tokyo,Cycling,Judo -60kg,Silver
1595,Liu Wei,F,25,CHN,UKR,2004,Summer,Tokyo,Athletics,Double Sculls,Silver
1596,Tom Lee,F,39,CAN,CAN,2000,Summer,Tokyo,Swimming,Double Sculls,
1597,Tom Lee,F,23,USA,UKR,2000,Winter,Athens,Rowing,Double Sculls,
1598,Carlos Gomez,M,29,GER,USA,2020,Summer,Tokyo,Athletics,Judo -60kg,Gold
1599,Carlos Gomez,M,32,USA,USA,2016,Summer,London,Boxing,Marathon,
1600,Anna Schmidt,F,25,BRA,BRA,2012,Summer,London,Swimming,100m freestyle,Gold
1601,Anna Schmidt,F,21,USA,CHN,2000,Summer,Athens,Swimming,Marathon,Gold
1602,Kate Novak,M,32,GER,USA,2000,Summer,Rio,Cycling,Lightweight Boxing,Silver
1603,Kate Novak,M,37,CAN,FRA,2020,Summer,London,Rowing,Lightweight Boxing,Silver
1604,John Doe,M,34,CHN,UKR,2020,Summer,Beijing,Boxing,Marathon,
1605,Maria Ivanova,F,30,UKR,UKR,2016,Summer,London,Cycling,Marathon,Bronze
1606,Anna Schmidt,M,35,USA,GER,2020,Winter,Beijing,Judo,Judo -60kg,
1607,Carlos Gomez,F,19,UKR,USA,2008,Summer,Athens,Athletics,Judo -60kg,Bronze
1608,Liu Wei,F,30,BRA,CAN,2004,Summer,Rio,Athletics,Sprint,Silver
1609,Carlos Gomez,M,30,CHN,BRA,2000,Winter,Beijing,Cycling,Double Sculls,Bronze
1610,Maria Ivanova,F,39,FRA,CHN,2008,Summer,Beijing,Athletics,Sprint,
1611,Kate Novak,F,32,CHN,CAN,2012,Summer,London,Rowing,Double Sculls,Bronze
1612,Carlos Gomez,F,37,USA,BRA,2008,Summer,Beijing,Athletics,Lightweight Boxing,
1613,John Doe,F,27,CAN,UKR,2016,Summer,Athens,Rowing,Sprint,
1614,Maria Ivanova,M,20,CHN,CAN,2012,Summer,Athens,Judo,Sprint,Gold
1615,Kate Novak,M,36,USA,BRA,2012,Summer,Athens,Boxing,100m freestyle,Bronze
1616,Liu Wei,F,20,USA,UKR,2020,Summer,London,Swimming,Marathon,
1617,Kate Novak,F,39,UKR,UKR,2008,Summer,Rio,Cycling,Judo -60kg,
1618,Tom Lee,M,31,CHN,UKR,2016,Summer,London,Cycling,Sprint,Gold
1619,John Doe,F,25,USA,UKR,2000,Winter,Athens,Rowing,Judo -60kg,Bronze
1620,Maria Ivanova,M,21,UKR,FRA,2020,Summer,London,Judo,Double Sculls,Bronze
1621,Liu Wei,F,37,GER,UKR,2008,Summer,Athens,Judo,Sprint,Gold
1622,John Doe,F,28,FRA,GER,2000,Summer,Tokyo,Swimming,Double Sculls,Bronze
1623,Kate Novak,M,28,UKR,CAN,2008,Winter,Tokyo,Boxing,Sprint,Silver
1624,John Doe,M,28,UKR,BRA,2020,Summer,Beijing,Cycling,Lightweight Boxing,Silver
1625,Maria Ivanova,M,19,USA,GER,2000,Summer,Rio,Rowing,100m freestyle,Silver
1626,Anna Schmidt,M,34,BRA,FRA,2020,Winter,Tokyo,Judo,Double Sculls,Bronze
1627,John Doe,F,26,BRA,GER,2008,Summer,Athens,Cycling,Marathon,Silver
1628,Tom Lee,M,19,CAN,USA,2012,Winter,London,Rowing,Marathon,Silver
1629,John Doe,F,32,BRA,USA,2004,Summer,London,Athletics,Lightweight Boxing,Silver
1630,Kate Novak,M,33,UKR,USA,2012,Summer,Beijing,Cycling,Lightweight Boxing,Gold
1631,Kate Novak,M,21,CAN,CHN,2020,Winter,London,Boxing,Marathon,Gold
1632,Liu Wei,F,25,USA,USA,2020,Summer,Tokyo,Rowing,Double Sculls,Gold
1633,Kate Novak,M,26,CHN,BRA,2020,Summer,London,Boxing,Marathon,Bronze
1634,Carlos Gomez,M,22,FRA,GER,2000,Summer,Tokyo,Cycling,100m freestyle,
1635,Maria Ivanova,M,33,FRA,BRA,2016,Winter,Tokyo,Athletics,Sprint,Gold
1636,Maria Ivanova,M,30,UKR,CAN,2020,Summer,Rio,Boxing,100m freestyle,Gold
1637,Anna Schmidt,F,24,UKR,USA,2012,Summer,Beijing,Judo,Marathon,Bronze
1638,Anna Schmidt,F,37,CAN,FRA,2004,Summer,Athens,Rowing,Sprint,Silver
1639,Maria Ivanova,M,34,USA,CHN,2020,Summer,Tokyo,Cycling,Marathon,
1640,Tom Lee,M,20,GER,CAN,2020,Summer,Beijing,Athletics,100m freestyle,Bronze
1641,Anna Schmidt,M,22,UKR,FRA,2020,Summer,Athens,Judo,100m freestyle,Silver
1642,Liu Wei,F,36,GER,CHN,2000,Summer,London,Cycling,Double Sculls,Silver
1643,Kate Novak,F,29,GER,CAN,2020,Summer,Beijing,Athletics,Double Sculls,Bronze
1644,Maria Ivanova,F,24,BRA,GER,2012,Summer,Beijing,Judo,100m freestyle,Gold
1645,Anna Schmidt,F,26,USA,BRA,2008,Summer,Beijing,Boxing,Sprint,Gold
1646,Maria Ivanova,M,23,FRA,UKR,2016,Winter,London,Cycling,Double Sculls,Gold
1647,Carlos Gomez,M,34,FRA,BRA,2020,Winter,London,Cycling,Double Sculls,
1648,John Doe,M,33,GER,USA,2000,Summer,Beijing,Boxing,Judo -60kg,Bronze
1649,Kate Novak,F,20,FRA,FRA,2012,Summer,Rio,Swimming,Judo -60kg,Gold
1650,Maria Ivanova,M,38,USA,UKR,2020,Summer,Tokyo,Judo,Double Sculls,Bronze
1651,John Doe,F,21,BRA,CHN,2000,Summer,London,Boxing,Marathon,Silver
1652,Anna Schmidt,F,27,USA,GER,2008,Summer,Rio,Cycling,Sprint,Bronze
1653,John Doe,M,22,UKR,GER,2004,Summer,London,Judo,Lightweight Boxing,Gold
1654,Kate Novak,M,38,GER,CHN,2020,Summer,Beijing,Judo,Double Sculls,Bronze
1655,Maria Ivanova,M,39,USA,USA,2012,Winter,Rio,Swimming,Judo -60kg,
1656,Carlos Gomez,F,27,FRA,CHN,2000,Summer,Athens,Cycling,Sprint,Gold
1657,Tom Lee,F,29,CHN,CAN,2000,Summer,Tokyo,Athletics,Sprint,Silver
1658,Anna Schmidt,M,27,USA,FRA,2020,Summer,Tokyo,Swimming,Judo -60kg,Gold
1659,Maria Ivanova,M,30,GER,FRA,2000,Winter,London,Swimming,Sprint,Gold
1660,Kate Novak,F,28,BRA,USA,2004,Summer,Tokyo,Athletics,Sprint,Silver
1661,Anna Schmidt,M,39,FRA,UKR,2000,Summer,Athens,Athletics,Judo -60kg,
1662,Liu Wei,F,33,BRA,CHN,2016,Summer,Rio,Swimming,100m freestyle,
1663,John Doe,F,25,GER,USA,2016,Summer,Rio,Judo,Double Sculls,Gold
1664,Tom Lee,M,25,FRA,FRA,2000,Summer,Beijing,Boxing,Marathon,Bronze
1665,Kate Novak,M,25,UKR,UKR,2020,Summer,Rio,Boxing,Lightweight Boxing,Bronze
1666,Liu Wei,M,30,FRA,CHN,2016,Summer,London,Swimming,Marathon,Bronze
1667,Maria Ivanova,M,19,UKR,GER,2012,Summer,Athens,Judo,100m freestyle,Silver
1668,Carlos Gomez,F,29,BRA,CHN,2016,Summer,Beijing,Athletics,100m freestyle,Gold
1669,Anna Schmidt,F,27,BRA,BRA,2000,Winter,London,Rowing,Sprint,Silver
1670,John Doe,F,29,GER,CHN,2020,Summer,London,Swimming,Marathon,Silver
1671,Anna Schmidt,M,28,UKR,BRA,2008,Summer,London,Cycling,100m freestyle,
1672,Tom Lee,F,32,BRA,UKR,2020,Summer,Tokyo,Judo,Marathon,
1673,Maria Ivanova,M,33,UKR,CHN,2020,Summer,London,Cycling,100m freestyle,Gold
1674,Anna Schmidt,M,34,BRA,UKR,2020,Summer,Tokyo,Cycling,Lightweight Boxing,Gold
1675,John Doe,M,19,FRA,UKR,2012,Summer,Rio,Swimming,100m freestyle,
1676,Maria Ivanova,M,35,USA,FRA,2004,Winter,Tokyo,Judo,Marathon,Bronze
1677,Anna Schmidt,M,29,CHN,USA,2000,Winter,London,Cycling,Sprint,
1678,Carlos Gomez,M,36,FRA,UKR,2004,Summer,Athens,Judo,Marathon,Gold
1679,Kate Novak,F,35,CAN,UKR,2008,Summer,Athens,Boxing,Judo -60kg,Bronze
1680,Maria Ivanova,M,34,USA,FRA,2004,Summer,Rio,Rowing,Marathon,Bronze
1681,Kate Novak,F,23,CAN,FRA,2000,Summer,London,Cycling,Lightweight Boxing,
1682,Maria Ivanova,F,32,BRA,CHN,2000,Summer,Tokyo,Cycling,Double Sculls,Gold
1683,Carlos Gomez,M,20,CHN,FRA,2008,Summer,Athens,Judo,Lightweight Boxing,Gold
1684,Kate Novak,M,23,CHN,CHN,2000,Winter,Beijing,Rowing,Lightweight Boxing,Silver
1685,Liu Wei,M,20,BRA,GER,2008,Summer,London,Boxing,100m freestyle,
1686,John Doe,F,18,BRA,FRA,2008,Winter,London,Cycling,Lightweight Boxing,
1687,Liu Wei,M,30,UKR,USA,2000,Summer,Beijing,Swimming,Marathon,
1688,Anna Schmidt,F,38,BRA,UKR,2016,Summer,Athens,Judo,Double Sculls,
1689,Carlos Gomez,M,31,GER,USA,2008,Summer,Beijing,Judo,Sprint,Gold
1690,Liu Wei,M,30,BRA,BRA,2000,Summer,Rio,Cycling,Lightweight Boxing,Gold
1691,Maria Ivanova,F,21,GER,FRA,2016,Summer,Tokyo,Boxing,Marathon,Gold
1692,Anna Schmidt,F,24,BRA,UKR,2008,Summer,Tokyo,Cycling,100m freestyle,Silver
1693,Anna Schmidt,M,39,UKR,USA,2016,Summer,Athens,Athletics,100m freestyle,
1694,Liu Wei,F,27,GER,FRA,2012,Winter,Beijing,Cycling,Sprint,
1695,Liu Wei,F,24,USA,FRA,2020,Summer,London,Rowing,Sprint,Gold
1696,Carlos Gomez,F,38,GER,GER,2012,Summer,London,Rowing,Marathon,Bronze
1697,John Doe,F,32,FRA,GER,2016,Winter,London,Athletics,Sprint,
1698,Liu Wei,F,32,UKR,UKR,2008,Summer,Rio,Rowing,Sprint,Silver
1699,Tom Lee,M,21,CAN,BRA,2000,Summer,Rio,Rowing,100m freestyle,Gold
1700,Liu Wei,M,23,GER,GER,2004,Summer,London,Swimming,Marathon,Silver
1701,Kate Novak,F,37,FRA,GER,2000,Summer,Athens,Judo,Double Sculls,Silver
1702,Maria Ivanova,M,22,FRA,BRA,2004,Winter,Rio,Rowing,Sprint,Bronze
1703,Tom Lee,M,37,FRA,USA,2004,Summer,Rio,Judo,Marathon,Silver
1704,Tom Lee,F,29,BRA,GER,2008,Summer,Tokyo,Boxing,Lightweight Boxing,Gold
1705,Kate Novak,M,18,FRA,CHN,2016,Summer,Tokyo,Cycling,100m freestyle,
1706,Kate Novak,F,25,BRA,CAN,2000,Summer,Athens,Swimming,Double Sculls,Bronze
1707,Anna Schmidt,F,18,CAN,CAN,2016,Summer,Rio,Athletics,100m freestyle,Silver
1708,John Doe,M,22,UKR,GER,2012,Winter,Rio,Boxing,100m freestyle,
1709,Maria Ivanova,F,39,CHN,USA,2008,Summer,Beijing,Swimming,Judo -60kg,Gold
1710,Carlos Gomez,F,23,BRA,FRA,2008,Summer,Athens,Swimming,Marathon,Gold
1711,Tom Lee,F,38,FRA,USA,2012,Summer,Athens,Athletics,Lightweight Boxing,
1712,Carlos Gomez,F,20,FRA,UKR,2000,Summer,Beijing,Athletics,Sprint,Silver
1713,Liu Wei,F,32,USA,CHN,2020,Summer,Beijing,Judo,Lightweight Boxing,
1714,Liu Wei,M,22,FRA,USA,2012,Winter,Tokyo,Cycling,Marathon,Silver
1715,Carlos Gomez,M,31,UKR,BRA,2000,Summer,Athens,Boxing,100m freestyle,Gold
1716,Liu Wei,F,35,GER,CHN,2004,Summer,Athens,Cycling,Judo -60kg,Bronze
1717,John Doe,F,33,GER,CAN,2008,Summer,Beijing,Boxing,Marathon,Gold
1718,Kate Novak,M,23,FRA,CHN,2000,Summer,London,Swimming,Double Sculls,
1719,Liu Wei,F,31,USA,BRA,2016,Summer,London,Rowing,Double Sculls,Bronze
1720,Anna Schmidt,M,25,BRA,GER,2016,Summer,Tokyo,Rowing,Marathon,
1721,Liu Wei,F,24,UKR,BRA,2008,Summer,London,Athletics,Sprint,
1722,Maria Ivanova,F,25,USA,BRA,2012,Winter,London,Athletics,Lightweight Boxing,Gold
1723,John Doe,F,30,BRA,GER,2020,Summer,London,Swimming,Lightweight Boxing,
1724,Maria Ivanova,F,23,UKR,GER,2012,Summer,Rio,Swimming,Sprint,Bronze
1725,Maria Ivanova,F,35,FRA,GER,2000,Summer,Tokyo,Boxing,Judo -60kg,Bronze
1726,Anna Schmidt,F,19,GER,GER,2012,Summer,Beijing,Swimming,100m freestyle,
1727,John Doe,F,25,UKR,GER,2008,Winter,London,Boxing,100m freestyle,Bronze
1728,John Doe,M,28,FRA,BRA,2000,Winter,Rio,Cycling,Double Sculls,Silver
1729,John Doe,M,18,CAN,UKR,2004,Summer,London,Athletics,Judo -60kg,Bronze
1730,John Doe,M,39,CHN,UKR,2012,Winter,Rio,Athletics,Sprint,Silver
1731,John Doe,F,23,UKR,USA,2012,Summer,Tokyo,Rowing,Marathon,Gold
1732,Anna Schmidt,F,33,CHN,UKR,2020,Winter,London,Rowing,Lightweight Boxing,Bronze
1733,Liu Wei,F,37,UKR,CAN,2000,Summer,Rio,Athletics,Marathon,Gold
1734,Maria Ivanova,F,29,CHN,UKR,2016,Summer,Athens,Cycling,Lightweight Boxing,Gold
1735,John Doe,F,28,CAN,BRA,2012,Summer,Athens,Cycling,Marathon,Gold
1736,Tom Lee,F,27,GER,GER,2008,Winter,Rio,Judo,Sprint,Bronze
1737,Liu Wei,F,20,BRA,GER,2012,Summer,London,Boxing,Sprint,Silver
1738,Liu Wei,M,30,CHN,FRA,2020,Summer,London,Rowing,Judo -60kg,
1739,Maria Ivanova,F,20,CAN,FRA,2004,Summer,Tokyo,Boxing,Marathon,Silver
1740,Anna Schmidt,M,32,CHN,FRA,2020,Summer,Tokyo,Rowing,Marathon,Silver
1741,Carlos Gomez,M,33,GER,BRA,2012,Summer,Beijing,Judo,Judo -60kg,Silver
1742,Carlos Gomez,F,30,CHN,CAN,2016,Winter,Tokyo,Athletics,Judo -60kg,Bronze
1743,Liu Wei,F,34,CAN,UKR,2012,Summer,London,Boxing,Sprint,Silver
1744,Kate Novak,M,20,FRA,BRA,2000,Winter,Beijing,Rowing,Sprint,
1745,Kate Novak,M,37,CAN,USA,2012,Summer,Tokyo,Boxing,Double Sculls,
1746,Maria Ivanova,F,28,USA,GER,2016,Summer,Rio,Athletics,Marathon,
1747,Carlos Gomez,F,38,GER,FRA,2000,Summer,Athens,Swimming,Sprint,
1748,Liu Wei,M,36,FRA,CHN,2008,Summer,Tokyo,Rowing,Sprint,Silver
1749,Anna Schmidt,F,39,USA,USA,2000,Summer,Tokyo,Swimming,Marathon,Bronze
1750,Carlos Gomez,F,28,GER,FRA,2020,Summer,Rio,Judo,Judo -60kg,Bronze
1751,Liu Wei,F,33,FRA,CAN,2004,Summer,London,Cycling,Marathon,Bronze
